House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
40,Northumberland Court,Sandra,Reed,57,Head,Married,Female,Insurance risk surveyor,None,Utheism
40,Northumberland Court,Louis,Reed,55,Husband,Married,Male,Unemployed,None,None
40,Northumberland Court,Michelle,Reed,31,Daughter,Single,Female,"Journalist, broadcasting",None,None
40,Northumberland Court,Stephen,Reed,31,Son,Single,Male,Dance movement psychotherapist,None,Utheism
41,Northumberland Court,Naomi,Lamb,39,Head,Married,Female,Landscape architect,None,Intramystical
41,Northumberland Court,Keith,Lamb,41,Husband,Married,Male,Industrial buyer,None,None
41,Northumberland Court,John,Lamb,13,Son,NA,Male,Student,None,NA
42,Northumberland Court,Pamela,Pope,46,Head,Single,Female,Unemployed,None,Triangulism
42,Northumberland Court,Nicole,Pope,10,Daughter,NA,Female,Student,None,NA
42,Northumberland Court,Benjamin,Pope,7,Son,NA,Male,Student,None,NA
42,Northumberland Court,Carolyn,Pope,6,Daughter,NA,Female,Student,None,NA
43,Northumberland Court,Clifford,Atkins,39,Head,Single,Male,"Conservation officer, nature",None,None
43,Northumberland Court,Martyn,Potter,64,None,Single,Male,Race relations officer,None,Intramystical
43,Northumberland Court,Amy,Hunter,55,None,Single,Female,Unemployed,None,None
43,Northumberland Court,Michelle,Smith,48,None,Single,Female,"Librarian, public",None,None
44,Northumberland Court,Bruce,Wallace,31,Head,Single,Male,Computer games developer,None,None
44,Northumberland Court,Paige,Begum,34,Partner,Single,Female,Building services engineer,None,None
44,Northumberland Court,Samuel,Wallace,Ten,Son,NA,Male,Student,None,NA
45,Northumberland Court,Aimee,Morris,41,Head,Married,Female,Local government officer,None,
45,Northumberland Court,Raymond,Morris,53,Husband,Married,Male,Legal secretary,None,
45,Northumberland Court,Natalie,Morris,17,Daughter,NA,Female,Student,None,NA
46,Northumberland Court,Kerry,Henderson,29,Head,Single,Female,"Engineer, structural",None,None
46,Northumberland Court,Jordan,Khan,31,Partner,Single,Male,Chief Financial Officer,None,None
46,Northumberland Court,Sean,Henderson,3,Son,NA,Male,Child,None,NA
47,Northumberland Court,Sheila,Anderson,26,Head,Divorced,Female,Brewing technologist,None,Intramystical
47,Northumberland Court,Gail,Anderson,6,Daughter,NA,Female,Student,None,NA
47,Northumberland Court,Kevin,Anderson,2,Son,NA,Male,Child,None,NA
48,Northumberland Court,Grace,Gray,65,Head,Married,Female,"Designer, multimedia",None,Intramystical
48,Northumberland Court,Trevor,Gray,67,Husband,Married,Male,Medical laboratory scientific officer,None,None
49,Northumberland Court,Jodie,Wood,36,Head,Divorced,Female,Camera operator,None,None
49,Northumberland Court,Adam,Weston-Wood,11,Step-Son,NA,Male,Student,None,NA
49,Northumberland Court,Kevin,Weston-Wood,11,Step-Son,NA,Male,Student,None,NA
49,Northumberland Court,Joshua,Weston-Wood,9,Step-Son,NA,Male,Student,None,NA
50,Northumberland Court,Amelia,Allan,62,Head,Married,Female,Acupuncturist,None,Intramystical
50,Northumberland Court,Jeremy,Allan,60,Husband,Married,Male,Facilities manager,None,Intramystical
50,Northumberland Court,Lesley,Allan,40,Daughter,Divorced,Female,Music tutor,None,Intramystical
51,Northumberland Court,Jodie,Bibi,32,Head,Married,Female,Purchasing manager,None,None
51,Northumberland Court,Iain,Bibi,33,Husband,Married,Male,Insurance risk surveyor,None,None
51,Northumberland Court,Duncan,Bibi,10,Son,NA,Male,Student,None,NA
51,Northumberland Court,Christian,Bibi,8,Son,NA,Male,Student,None,NA
52,Northumberland Court,Tina,Peacock,55,Head,Single,Female,Communications engineer,None,Intramystical
52,Northumberland Court,Louis,Brookes,47,None,Single,Male,Bookseller,None,Intramystical
52,Northumberland Court,Ruth,Burke,62,None,Single,Female,Control and instrumentation engineer,None,Intramystical
53,Northumberland Court,Paige,Austin,50,Head,Single,Female,"Accountant, chartered management",None,Intramystical
53,Northumberland Court,Kayleigh,Austin,21,Daughter,Single,Female,University Student,None,Intramystical
53,Northumberland Court,Henry,Austin,20,Son,Single,Male,University Student,None,Intramystical
53,Northumberland Court,Jonathan,Austin,18,Son,Single,Male,Student,None,None
54,Northumberland Court,Jeremy,Williams,61,Head,Divorced,Male,Charity fundraiser,None,Intramystical
54,Northumberland Court,Naomi,Williams,38,Daughter,Single,Female,"Nurse, mental health",None,Intramystical
54,Northumberland Court,Sheila,Williams,33,Daughter,Divorced,Female,Editorial assistant,None,Intramystical
55,Northumberland Court,Kathleen,Simpson,79,Head,Divorced,Female,Retired Market researcher,None,Intramystical
1,Leviathan Road,Gail,Thompson,84,Head,Married,Female,"Retired Engineer, communications",None,Utheism
1,Leviathan Road,Darren,Thompson,82,Husband,Married,Male,Retired Warehouse manager,None,Utheism
2,Leviathan Road,Alan,Metcalfe,73,Head,Single,Male,Retired Minerals surveyor,None,Intramystical
3,Leviathan Road,Melanie,Kent,40,Head,Single,Female,Unemployed,None,Intramystical
3,Leviathan Road,Tina,Kent,8,Daughter,NA,Female,Student,None,NA
3,Leviathan Road,Martyn,Kent,5,Son,NA,Male,Student,None,NA
3,Leviathan Road,Derek,Kent,4,Son,NA,Male,Child,None,NA
3,Leviathan Road,Stuart,Fisher,52,Sibling,Single,Male,Production engineer,None,Intramystical
3,Leviathan Road,Mandy,Slater,45,Lodger,Single,Female,Jewellery designer,None,
4,Leviathan Road,Jean,Smith,65,Head,Married,Female,Set designer,None,None
4,Leviathan Road,Allan,Smith,67,Husband,Married,Male,Town planner,None,None
4,Leviathan Road,Zoe,Smith,30,Daughter,Single,Female,"Engineer, petroleum",None,None
4,Leviathan Road,Douglas,Smith,30,Son,Single,Male,Analytical chemist,None,None
5,Leviathan Road,Molly,Robinson,43,Head,Married,Female,Agricultural engineer,None,Triangulism
5,Leviathan Road,Derek,Robinson,45,Husband,Married,Male,Hospital doctor,None,Triangulism
5,Leviathan Road,Dale,Robinson,27,Son,Divorced,Male,Operational researcher,None,Triangulism
5,Leviathan Road,Lynn,Robinson,25,Daughter,Single,Female,"Engineer, agricultural",None,None
5,Leviathan Road,Jamie,Robinson,21,Son,Divorced,Male,University Student,None,None
6,Leviathan Road,Jacqueline,Miles,18,Head,Single,Female,Student,None,NA
7,Leviathan Road,Jacqueline,Hopkins,28,Head,Married,Female,Clinical embryologist,None,None
7,Leviathan Road,Luke,Hopkins,31,Husband,Married,Male,Financial trader,None,None
8,Leviathan Road,Lynda,Holden,68,Head,Married,Female,Retired Electrical engineer,None,Intramystical
8,Leviathan Road,Dominic,Holden,66,Husband,Married,Male,Land,None,None
8,Leviathan Road,Leon,Holden,30,Son,Single,Male,"Designer, textile",None,Intramystical
9,Leviathan Road,Pamela,Barton,64,Head,Single,Female,Horticultural consultant,None,None
9,Leviathan Road,Patricia,Powell,28,None,Single,Female,Printmaker,None,Intramystical
9,Leviathan Road,Donna,Smith,41,None,Single,Female,Forensic scientist,None,Triangulism
10,Leviathan Road,Judith,Haynes,77,Head,Married,Female,Retired Printmaker,None,Intramystical
10,Leviathan Road,Raymond,Haynes,79,Husband,Married,Male,Retired Osteopath,None,None
11,Leviathan Road,Hannah,Page,30,Head,Single,Female,Unemployed,None,Triangulism
11,Leviathan Road,Jeffrey,Webb,31,Partner,Single,Male,Clinical cytogeneticist,None,None
11,Leviathan Road,Bernard,Page,7,Son,NA,Male,Student,None,NA
11,Leviathan Road,Connor,Page,3,Son,NA,Male,Child,None,NA
12,Leviathan Road,Susan,Smith,31,Head,Divorced,Female,Politician's assistant,None,None
12,Leviathan Road,Nicholas,Dawson-Smith,0,Son,NA,Male,Child,None,NA
12,Leviathan Road,Jean,Fletcher,20,Lodger,Divorced,Female,Animal technologist,None,None
13,Leviathan Road,Denis,Richardson,53,Head,Married,Male,Private music teacher,None,Intramystical
13,Leviathan Road,Michelle,Richardson,57,Wife,Married,Female,"Psychologist, clinical",None,None
13,Leviathan Road,Tom,Richardson,29,Adopted Son,Single,Male,Forest/woodland manager,None,None
14,Leviathan Road,Allan,Smith,33,Head,Married,Male,Mechanical engineer,None,None
14,Leviathan Road,Heather,Smith,30,Wife,Married,Female,Landscape architect,None,None
14,Leviathan Road,Ruth,Smith,8,Daughter,NA,Female,Student,None,NA
14,Leviathan Road,Gregory,Smith,4,Son,NA,Male,Child,None,NA
15,Leviathan Road,Maureen,Taylor,40,Head,Single,Female,Electrical engineer,None,None
15,Leviathan Road,Julian,Taylor,7,Son,NA,Male,Student,None,NA
15,Leviathan Road,Ben,Taylor,4,Son,NA,Male,Child,None,NA
15,Leviathan Road,Natasha,Taylor,4,Daughter,NA,Female,Child,None,NA
16,Leviathan Road,Hazel,Bevan,49,Head,Married,Female,"Copywriter, advertising",None,None
16,Leviathan Road,Marcus,Bevan,45,Husband,Married,Male,Bonds trader,None,None
16,Leviathan Road,Roger,Bevan,23,Son,Divorced,Male,Ambulance person,None,None
16,Leviathan Road,Dale,Bevan,17,Son,NA,Male,Student,None,NA
17,Leviathan Road,Hayley,Pritchard,61,Head,Single,Female,Further education lecturer,None,None
17,Leviathan Road,Andrew,Swift,63,Partner,Single,Male,"Teacher, special educational needs",None,None
17,Leviathan Road,Samantha,Pritchard,15,Daughter,NA,Female,Student,None,NA
17,Leviathan Road,Connor,Pritchard,10,Son,NA,Male,Student,None,NA
18,Leviathan Road,Alice,Sutton,31,Head,Married,Female,"Runner, broadcasting/film/video",None,Septheism
18,Leviathan Road,Dean,Sutton-Manning,37,Husband,Married,Male,Freight forwarder,None,Septheism
18,Leviathan Road,Katie,Barker,59,Lodger,Single,Female,Unemployed,None,Triangulism
18,Leviathan Road,Robert,Jones,20,Lodger,Divorced,Male,University Student,None,Utheism
19,Leviathan Road,Garry,Williams,67,Head,Divorced,Male,Clinical psychologist,None,None
20,Leviathan Road,Molly,Collier,53,Head,Single,Female,"Engineer, energy",None,None
20,Leviathan Road,Leonard,Gordon,62,Partner,Single,Male,Medical sales representative,None,None
20,Leviathan Road,Francesca,Holt-Collier,24,Daughter,Single,Female,Television camera operator,None,None
20,Leviathan Road,Jean,Holt-Collier,0,Daughter,NA,Female,Child,None,NA
21,Leviathan Road,Danny,John,29,Head,Single,Male,PhD Student,None,None
21,Leviathan Road,Martin,Baker,22,None,Single,Male,University Student,None,Utheism
21,Leviathan Road,Simon,Moore,22,None,Single,Male,University Student,None,Triangulism
21,Leviathan Road,Connor,Bibi,18,None,Single,Male,University Student,None,Utheism
21,Leviathan Road,Leah,Fowler,20,None,Single,Female,University Student,None,None
21,Leviathan Road,Sheila,Green,21,None,Single,Female,University Student,None,Intramystical
22,Leviathan Road,Margaret,Barber,48,Head,Single,Female,Heritage manager,None,Septheism
22,Leviathan Road,Jamie,Smith,49,Partner,Single,Male,"Presenter, broadcasting",None,Septheism
22,Leviathan Road,Emma,Barber,23,Daughter,Divorced,Female,Waste management officer,None,None
22,Leviathan Road,Rachel,Barber,12,Daughter,NA,Female,Student,None,NA
23,Leviathan Road,Olivia,Fraser,53,Head,Divorced,Female,Energy manager,None,Utheism
23,Leviathan Road,Lisa,Reynolds,56,None,Single,Female,"Secretary, company",None,Intramystical
23,Leviathan Road,Lydia,Francis,58,None,Single,Female,Air traffic controller,None,Intramystical
23,Leviathan Road,Margaret,Rogers,57,None,Single,Female,"Engineer, technical sales",None,Triangulism
24,Leviathan Road,Melissa,Byrne,61,Head,Married,Female,Marketing executive,None,Intramystical
24,Leviathan Road,Scott,Byrne,59,Husband,Married,Male,Broadcast engineer,None,Intramystical
24,Leviathan Road,Christopher,Craig,10,Grandson,NA,Male,Student,None,NA
24,Leviathan Road,Kim,Phillips,8,Granddaughter,NA,Female,Student,None,NA
25,Leviathan Road,Rosemary,Thomas,66,Head,Married,Female,Haematologist,None,None
25,Leviathan Road,Gregory,Thomas,67,Husband,Married,Male,Art therapist,None,None
25,Leviathan Road,Matthew,Thomas,28,Son,Divorced,Male,"Therapist, occupational",None,None
25,Leviathan Road,Terence,Thomas,27,Son,Divorced,Male,"Exhibitions officer, museum/gallery",None,None
25,Leviathan Road,Grace,Thomas,26,Daughter,Single, ,"Scientist, water quality",None,None
25,Leviathan Road,Sylvia,Thomas,5,Daughter,NA,Female,Student,None,NA
26,Leviathan Road,Samantha,Hamilton,58,Head,Single,Female,Unemployed,None,None
26,Leviathan Road,June,Hamilton,35,Daughter,Single,Female,"Nurse, learning disability",None,None
26,Leviathan Road,Jack,Hamilton,31,Son,Single,Male,"Pharmacist, community",None,None
26,Leviathan Road,Kelly,Hamilton,27,Daughter,Single,Female,Legal secretary,None,None
26,Leviathan Road,Gareth,Hamilton,24,Son,Divorced,Male,Health promotion specialist,None,None
27,Leviathan Road,Alexander,Smith,40,Head,Single,Male,"Geneticist, molecular", ,Intramystical
27,Leviathan Road,Joseph,Matthews,28,None,Single,Male,"Psychotherapist, dance movement",None,Septheism
28,Leviathan Road,Rachael,Ward,32,Head,Married,Female,Management consultant,None,None
28,Leviathan Road,Billy,Ward,33,Husband,Married,Male,"Geneticist, molecular",None,None
28,Leviathan Road,Katherine,Ward,14,Daughter,NA,Female,Student,None,NA
29,Leviathan Road,Linda,Williams,31,Head,Single,Female,Fashion designer,None,Intramystical
29,Leviathan Road,Charles,Hall,33,Partner,Single,Male,Heritage manager,None,Intramystical
29,Leviathan Road,Karl,Williams,0,Son,NA,Male,Child,None,NA
29,Leviathan Road,Sara,Knowles,23,Lodger,Divorced,Female,Best boy,None,Utheism
30,Leviathan Road,Dorothy,Myers,59,Head,Married,Female,"Surveyor, mining",None,Septheism
30,Leviathan Road,Jay,Myers,58,Husband,Married,Male,Research scientist (medical),None,Septheism
30,Leviathan Road,Gerald,Myers,18,Son,Single,Male,Student,None,Septheism
30,Leviathan Road,Malcolm,Myers,15,Son,NA,Male,Student,None,NA
31,Leviathan Road,Paula,Hobbs,49,Head,Single,Female,Unemployed,None,Intramystical
32,Leviathan Road,Paula,Skinner,44,Head,Married,Female,"Engineer, automotive",None,Intramystical
32,Leviathan Road,Mohammad,Skinner,38,Husband,Married,Male,Geographical information systems officer,None,None
32,Leviathan Road,Ashleigh,Potter-Skinner,15,Daughter,NA,Female,Student,None,NA
32,Leviathan Road,Damien,Potter-Skinner,14,Son,NA,Male,Student,None,NA
33,Leviathan Road,Linda,Walsh,64,Head,Single,Female,Unemployed,None,Utheism
33,Leviathan Road,Thomas,Walsh,40,Son,Single,Male,Brewing technologist,None,None
33,Leviathan Road,Frederick,Walsh,36,Son,Single,Male,Field trials officer,None,Utheism
33,Leviathan Road,Vincent,Walsh,30,Son,Single,Male,Rural practice surveyor,None,Utheism
1,Dickinson Avenue,Denise,Moore,43,Head,Married,Female,Leisure centre manager,None,Triangulism
1,Dickinson Avenue,Benjamin,Moore,50,Husband,Married,Male,Medical illustrator,None,None
1,Dickinson Avenue,Thomas,Moore,19,Son,Single,Male,University Student,None,Triangulism
1,Dickinson Avenue,Lesley,Moore,17,Daughter,NA,Female,Student,None,NA
1,Dickinson Avenue,Scott,Moore,12,Son,NA,Male,Student,None,NA
1,Dickinson Avenue,Michael,Moore,8,Son,NA,Male,Student,None,NA
1,Dickinson Avenue,Rosemary,Moore,4,Daughter,NA,Female,Child,None,NA
1,Dickinson Avenue,Charlotte,Moore,3,Daughter,NA,Female,Child,None,NA
2,Dickinson Avenue,Glenn,Cross,61,Head,Single,Male,Operational investment banker,None,Convergeance
2,Dickinson Avenue,Katherine,Cross,24,Adopted Daughter,Single,Female,Trade mark attorney,None,None
2,Dickinson Avenue,Anne,Cross,22,Daughter,Single,Female,University Student,None,Convergeance
2,Dickinson Avenue,Holly,Cross,16,Daughter,NA,Female,Student,None,NA
2,Dickinson Avenue,Marian,Cross,15,Daughter,NA,Female,Student,None,NA
3,Dickinson Avenue,William,Giles,64,Head,Single,Male,Architect,None,Utheism
3,Dickinson Avenue,Jayne,Carter,37,None,Single,Female,Air cabin crew,None,Triangulism
3,Dickinson Avenue,Trevor,Smith,43,None,Single,Male,Unemployed,None,Triangulism
3,Dickinson Avenue,Ann,Banks,45,None,Single,Female,Veterinary surgeon,None,Triangulism
3,Dickinson Avenue,Nicola,Holt,40,None,Single,Female,Risk manager,None,None
3,Dickinson Avenue,Marilyn,Cooper,60,None,Single,Female,Fashion designer,None,Intramystical
3,Dickinson Avenue,Maria,Brown,53,None,Single,Female,"Geologist, engineering",None,Triangulism
3,Dickinson Avenue,William,Thomas,37,None,Single,Male,Health service manager,None,None
3,Dickinson Avenue,Oliver,Wilkinson,59,None,Single,Male,Unemployed,None,Intramystical
3,Dickinson Avenue,Danny,Oliver,43,None,Single,Male,Chief Marketing Officer,None,None
3,Dickinson Avenue,Donna,Smith,22,None,Single,Female,"Accountant, chartered certified",None,Utheism
4,Dickinson Avenue,Alison,Flynn,31,Head,Divorced,Female,Unemployed,None,Intramystical
4,Dickinson Avenue,Janet,Barker,33,Visitor,Divorced,Female,Chief Technology Officer,None,None
4,Dickinson Avenue,Jane,Quinn,49,Lodger,Single,Female,"Surveyor, hydrographic",None,None
4,Dickinson Avenue,Wendy,Burton,61,Lodger,Single,Female,"Lighting technician, broadcasting/film/video",None,None
4,Dickinson Avenue,Hazel,Holmes,61,Lodger,Single,Female,"Librarian, academic",None,Intramystical
5,Dickinson Avenue,Guy,Walker,57,Head,Single,Male,Visual merchandiser,None,Utheism
5,Dickinson Avenue,Angela,Thompson,26,None,Single,Female,Museum/gallery conservator,None,None
5,Dickinson Avenue,Phillip,Anderson,54,None,Single,Male,Educational psychologist,None,None
5,Dickinson Avenue,Thomas,Stevens,40,None,Single,Male,Nature conservation officer,None,Triangulism
5,Dickinson Avenue,Lisa,Smith,26,None,Single,Female,Unemployed,None,None
6,Dickinson Avenue,Lynne,Connor,32,Head,Single,Female,Furniture conservator/restorer,None,Triangulism
6,Dickinson Avenue,Sean,Williams,34,Partner,Single,Male,Unemployed,None,Triangulism
6,Dickinson Avenue,Jack,Connor,3,Son,NA,Male,Child,None,NA
6,Dickinson Avenue,Antony,Thomas,63,Lodger,Single,Male,"Therapist, drama",None,Intramystical
6,Dickinson Avenue,Kevin,Bell,57,Cousin,Divorced,Male,Geographical information systems officer,None,None
7, ,Gillian,Thompson,66,Head,Married,Female,Neurosurgeon,None,Intramystical
7,Dickinson Avenue,Clive,Thompson,67,Husband,Married,Male,Artist,None,Intramystical
7,Dickinson Avenue,Annette,Thompson,40,Daughter,Divorced,Female,Best boy,None,None
7,Dickinson Avenue,Samuel,Thompson,36,Son,Single,Male,Chiropractor,None,None
7,Dickinson Avenue,Gordon,Thompson,36,Son,Single,Male,Garment/textile technologist,None,None
7,Dickinson Avenue,Joshua,Thompson,35,Son,Single,Male,Rural practice surveyor,None,None
7,Dickinson Avenue,Luke,Thompson,33,Son,Single,Male,Analytical chemist,None,Intramystical
7,Dickinson Avenue,Sam,Thompson,27,Son,Divorced,Male,Web designer,None,Intramystical
7,Dickinson Avenue,Georgina,Thompson,24,Daughter,Single,Female,Chartered loss adjuster,None,None
7,Dickinson Avenue,Angela,Thompson,20,Daughter,Single,Female,University Student,None,None
7,Dickinson Avenue,Karen,Thompson,17,Daughter,NA,Female,Student,None,NA
8,Dickinson Avenue,Brenda,Clark,33,Head,Divorced,Female,Unemployed,None,None
8,Dickinson Avenue,Mitchell,Clark,2,Son,NA,Male,Child,None,NA
8,Dickinson Avenue,Geoffrey,Smith,27,Lodger,Single,Male,Television production assistant,None,Utheism
8,Dickinson Avenue,Raymond,Robinson,39,Lodger,Single,Male,Solicitor,None,Triangulism
9,Dickinson Avenue,Charlotte,Davies,38,Head,Married,Female,Clinical cytogeneticist,None,None
9,Dickinson Avenue,Robin,Davies,40,Husband,Married,Male,Furniture conservator/restorer,None,None
9,Dickinson Avenue,Joan,Davies,20,Daughter,Single,Female,Public librarian,None,None
9,Dickinson Avenue,Paul,Harvey-Davies,19,Son,Divorced,Male,University Student,None,None
9,Dickinson Avenue,Declan,Harvey-Davies,15,Son,NA,Male,Student,None,NA
9,Dickinson Avenue,Francis,Harvey-Davies,12,Son,NA,Male,Student,None,NA
10,Dickinson Avenue,Bethan,Quinn,37,Head,Married,Female,Airline pilot,None,Intramystical
10,Dickinson Avenue,Iain,Quinn,39,Husband,Married,Male,Tourism officer,None,Intramystical
10,Dickinson Avenue,Patrick,Quinn,11,Son,NA,Male,Student,None,NA
10,Dickinson Avenue,Katie,Quinn,8,Daughter,NA,Female,Student,None,NA
10,Dickinson Avenue,Marian,Quinn,6,Daughter,NA,Female,Student,None,NA
11,Dickinson Avenue,Joanna,Davies,42,Head,Single,Female,"Engineer, agricultural",None,Intramystical
11,Dickinson Avenue,Glenn,Smith,41,Partner,Single,Male,"Engineer, structural",None,None
11,Dickinson Avenue,Ben,Davies,4,Son,NA,Male,Child,None,NA
11,Dickinson Avenue,Nicola,Davies,1,Daughter,NA,Female,Child,None,NA
11,Dickinson Avenue,Andrew,Davies,0,Son,NA,Male,Child,None,NA
12,Dickinson Avenue,Joyce,Evans,30,Head,Single,Female,Unemployed,None,Triangulism
12,Dickinson Avenue,Jill,Evans,0,Daughter,NA,Female,Child,None,NA
12,Dickinson Avenue,Janet,Allen,32,Lodger,Single,Female,"Psychologist, occupational",None,Intramystical
12,Dickinson Avenue,Kim,Griffiths,39,Lodger,Single,Female,Community development worker,None,Triangulism
12,Dickinson Avenue,Rachel,Macdonald,42,Lodger,Single,Female,"Physicist, medical",None,
12,Dickinson Avenue,Ben,Bird,59,Lodger,Single,Male,"Pilot, airline",None,Intramystical
12,Dickinson Avenue,Danny,Forster,38,Lodger,Single,Male,Water engineer,None,Triangulism
12,Dickinson Avenue,Marc,Taylor,28,Lodger,Widowed,Male,Magazine journalist,None,Utheism
12,Dickinson Avenue,Ryan,Watts,48,Lodger,Single,Male,Unemployed,None,Intramystical
12,Dickinson Avenue,Dennis,Cartwright,18,Lodger,Single,Male,Student,None,NA
13,Dickinson Avenue,Claire,Atkins,45,Head,Single,Female,"Engineer, building services",None,Intramystical
13,Dickinson Avenue,Melissa,Atkins,17,Daughter,NA,Female,Student,None,NA
13,Dickinson Avenue,Sylvia,Atkins,13,Daughter,NA,Female,Student,None,NA
13,Dickinson Avenue,Carolyn,Atkins,10,Daughter,NA,Female,Student,None,NA
13,Dickinson Avenue,Trevor,Atkins,6,Son,NA,Male,Student,None,NA
13,Dickinson Avenue,Helen,Atkins,3,Daughter,NA,Female,Child,None,NA
13,Dickinson Avenue,Henry,Atkins,0,Son,NA,Male,Child,None,NA
13,Dickinson Avenue,Gerald,Wilson,37,Lodger,Single,Male,Fish farm manager,None,
13,Dickinson Avenue,Adrian,Jones,38,Lodger,Divorced,Male,Wellsite geologist,None,Intramystical
13,Dickinson Avenue,Mathew,Hanson,64,Sibling,Single,Male,Office manager,None,Intramystical
13,Dickinson Avenue,Barbara,Stokes,32,Lodger,Single,Female,Astronomer,None,Utheism
14,Dickinson Avenue,Lesley,Jones,50,Head,Married,Female,Unemployed,None,None
14,Dickinson Avenue,Jake,Jones,48,Husband,Married,Male,"Engineer, maintenance",None,None
14,Dickinson Avenue,Benjamin,Jones,32,Son,Single,Male,Travel agency manager,None,None
14,Dickinson Avenue,Rosie,Jones,30,Daughter,Single,Female,Technical sales engineer,None,None
14,Dickinson Avenue,Ashleigh,Jones,26,Daughter,Single,Female,Industrial/product designer,None,None
14,Dickinson Avenue,Josephine,Jones,24,Daughter,Single,Female,Industrial/product designer,None,None
14,Dickinson Avenue,Billy,Jones,18,Son,Single,Male,Student,None,None
14,Dickinson Avenue,Marion,Jones,14,Daughter,NA,Female,Student,None,NA
14,Dickinson Avenue,Judith,Jones,8,Daughter,NA,Female,Student,None,NA
14,Dickinson Avenue,Joyce,Jones,8,Daughter,NA,Female,Student,None,NA
14,Dickinson Avenue,Leah,Jones,8,Daughter,NA,Female,Student,None,NA
15,Dickinson Avenue,Leanne,Middleton-Dixon,41,Head,Divorced,Female,Primary school teacher,None,None
15,Dickinson Avenue,Joseph,Middleton-Dixon,3,Step-Son,NA,Male,Child,None,NA
15,Dickinson Avenue,Pamela,Brown,58,Visitor,Single,Female,Health and safety inspector,None,Intramystical
15,Dickinson Avenue,Melissa,Abbott,24,Lodger,Single,Female,Licensed conveyancer,None,None
15,Dickinson Avenue,Sandra,Morris,32,Lodger,Divorced,Female,"Scientist, biomedical",None,None
15,Dickinson Avenue,Danny,Davies,55,Lodger,Single,Male,Air traffic controller,None,Intramystical
15,Dickinson Avenue,James,Ford,44,Sibling,Single,Male,"Civil engineer, consulting",None,Intramystical
15,Dickinson Avenue,Jade,Cooke,53,Sibling,Single,Fe-male,Futures trader,None,Intramystical
15,Dickinson Avenue,Steven,Storey,32,Visitor,Divorced,Male,"Administrator, local government",None,None
15,Dickinson Avenue,Kyle,Abbott,50,Lodger,Single,Male,"Accountant, chartered public finance",None,Triangulism
15,Dickinson Avenue,Stacey,Baldwin,54,Lodger,Divorced,Female,"Physicist, medical",None,None
16,Dickinson Avenue,Elizabeth,Phillips,32,Head,Divorced,Female,Sub,None,None
16,Dickinson Avenue,Christopher,Morris,34,Sibling,Divorced,Male,Unemployed,None,Triangulism
16,Dickinson Avenue,Victoria,Brown,23,Lodger,Single,Female,"Sound technician, broadcasting/film/video",None,Intramystical
16,Dickinson Avenue,John,Thomas,54,Lodger,Divorced,Male,Paramedic, ,None
17,Dickinson Avenue,Jemma,Horton,33,Head,Divorced,Female,Unemployed,None,None
17,Dickinson Avenue,Phillip,Horton,11,Son,NA,Male,Student,None,NA
17,Dickinson Avenue,Joe,Roberts,9,Son,NA,Male,Student,None,NA
17,Dickinson Avenue,Diane,Roberts,6,Daughter,NA,Female,Student,None,NA
17,Dickinson Avenue,Julie,Roberts,5,Daughter,NA,Female,Student,None,NA
17,Dickinson Avenue,Sharon,George,27,Lodger,Divorced,Female,Unemployed,None,None
17,Dickinson Avenue,Louise,Foster,56,Lodger,Widowed,Female,Industrial/product designer,None,None
17,Dickinson Avenue,Carly,Little,63,Lodger,Single,Female,Unemployed,None,Intramystical
17,Dickinson Avenue,Joanna,Richards,51,Lodger,Single,Female,Clinical psychologist,None,Triangulism
17,Dickinson Avenue,Charlene,Hunter,27,Lodger,Divorced,Female,"Surveyor, quantity",None,None
17,Dickinson Avenue,Stacey,Scott,36,Lodger,Single,Female,Network engineer,None,Intramystical
18,Dickinson Avenue,Melissa,Akhtar,39,Head,Married,Female,"Psychotherapist, dance movement",None,Triangulism
18,Dickinson Avenue,Paul,Akhtar,40,Husband,Married,Male,"Buyer, retail",None,Triangulism
18,Dickinson Avenue,Danny,Akhtar,1,Son,NA,Male,Child,None,NA
18,Dickinson Avenue,Margaret,Kirby,63,Sibling,Single,Female,Clinical psychologist,None,Triangulism
18,Dickinson Avenue,Aaron,Wilkins,38,Lodger,Single,Male,Financial adviser,None,
19,Dickinson Avenue,Elliot,Dodd,49,Head,Married,Male,Recycling officer,None,Intramystical
19,Dickinson Avenue,Judith,Dodd,51,Wife,Married,Female,Proofreader,None,Intramystical
19,Dickinson Avenue,Declan,Dodd,16,Son,NA,Male,Student,None,NA
19,Dickinson Avenue,Stanley,Dodd,15,Son,NA,Male,Student,None,NA
19,Dickinson Avenue,Declan,Dodd,13,Son,NA,Male,Student,None,NA
20,Dickinson Avenue,Leanne,Henderson,18,Head,Single,Female,University Student,None,Intramystical
20,Dickinson Avenue,Damian,Webb,22,None,Single,Male,University Student,None,Intramystical
20,Dickinson Avenue,Samantha,Hicks,20,None,Single,Female,University Student,None,None
20,Dickinson Avenue,Holly,Faulkner,26,None,Single,Female,PhD Student,None,None
20,Dickinson Avenue,Joanne,Riley,18,None,Single,Female,University Student,None,Triangulism
20,Dickinson Avenue,Zoe,Fisher,24,None,Single,Female,PhD Student,None,None
20,Dickinson Avenue,Max,O'Brien,23,None,Single,Male,PhD Student,None,Intramystical
